idx,source,model,question,reference,generated,latency_s,error,rouge1_f,rouge2_f,rougeL_f,bertscore_p,bertscore_r,bertscore_f1
85,drugbank-indication,GPT-5.5,What is Fosinopril used for?,"For treating mild to moderate hypertension, use as an adjunct in treating congestive heart failure, and may be used to slow the rate of progression of renal disease in hypertensive individuals with diabetes mellitus and microalbuminuria or overt nephropathy.","Fosinopril is an ACE inhibitor used mainly to treat high blood pressure and heart failure. It helps relax blood vessels, lowering blood pressure and reducing the workload on the heart.

It may also help protect the kidneys in people with conditions such as diabetes or chronic kidney disease, though this depends on the individual situation.",4.816036200005328,,0.3617021276595745,0.021739130434782608,0.23404255319148937,0.8133998,0.84239024,0.8276412
85,drugbank-indication,QLoRA Qwen,What is Fosinopril used for?,"For treating mild to moderate hypertension, use as an adjunct in treating congestive heart failure, and may be used to slow the rate of progression of renal disease in hypertensive individuals with diabetes mellitus and microalbuminuria or overt nephropathy.","Fosinopril is indicated to reduce blood pressure in adults with essential hypertension and as adjunctive therapy in patients with left ventricular dysfunction secondary to heart failure, severe (NYHA Class III) congestive cardiac insufficiency due to valvular or coronary artery disease, or myocardial infarction.",0.6176610999973491,,0.34146341463414637,0.025,0.24390243902439024,0.82655704,0.83913475,0.83279836
85,drugbank-indication,QLoRA Llama-3.2,What is Fosinopril used for?,"For treating mild to moderate hypertension, use as an adjunct in treating congestive heart failure, and may be used to slow the rate of progression of renal disease in hypertensive individuals with diabetes mellitus and microalbuminuria or overt nephropathy.",Fosinopril is indicated to reduce morbidity and mortality associated with acute renal failure due to severe hypertension in adult patients who are hemodynamically stable or who cannot be converted to hemodialysis. It is also indicated as an adjunct in the treatment of congestive heart failure (NYHA class II-IV) in adult patients who are hemodynamically stable.,0.4078694999916479,,0.37894736842105264,0.10752688172043011,0.21052631578947367,0.8153491,0.84573376,0.83026356
86,drugbank-mechanism_of_action,GPT-5.5,How does Thonzonium work?,"Thonzonium bromide is a suface-active agent added in nasal and ear drops that potentiates and lenghten the time of skin contact with the active compounds and penetration through the cellular debris. Thonzonium bromide uncouples vacuolar ATPase in pathogenic fungi such as *Candida albicans* and inhibit cell growth in vitro. It interacts with the tether of subunit a (Vph1p) of the membrane-bound V0 subunit that forms the proton transport path. Disruption of the essential pump function prevents redistribution of cytosolic protons into the vacuolar lumen, resulting in acidification of the cytosol and cell death. A study reports that thonzonium bromide mediates an antiresorptive action on osteoclasts by inhibiting RANKL-induced osteoclast formation. It is shown to block the RANKL-induced activation of NF-jB, ERK and c-Fos as well as the induction of NFATc1 which is essential for OC formation. It also disrupted F-actin ring formation resulting in disturbances in cytoskeletal structure in mature OCs during bone resorption.","Thonzonium is a cationic surfactant, meaning it lowers surface tension and helps liquids spread and penetrate tissues or debris more easily.

In ear preparations, it acts mainly as a wetting/penetrating agent: it helps antibiotic or anti-inflammatory ingredients get through earwax, discharge, and infected tissue so they can reach the affected area more effectively. It may also help loosen debris, but it is not primarily the main antibiotic or steroid component.",5.699335099983728,,0.18025751072961374,0.025974025974025972,0.12875536480686695,0.81169957,0.78624886,0.7987715
86,drugbank-mechanism_of_action,QLoRA Qwen,How does Thonzonium work?,"Thonzonium bromide is a suface-active agent added in nasal and ear drops that potentiates and lenghten the time of skin contact with the active compounds and penetration through the cellular debris. Thonzonium bromide uncouples vacuolar ATPase in pathogenic fungi such as *Candida albicans* and inhibit cell growth in vitro. It interacts with the tether of subunit a (Vph1p) of the membrane-bound V0 subunit that forms the proton transport path. Disruption of the essential pump function prevents redistribution of cytosolic protons into the vacuolar lumen, resulting in acidification of the cytosol and cell death. A study reports that thonzonium bromide mediates an antiresorptive action on osteoclasts by inhibiting RANKL-induced osteoclast formation. It is shown to block the RANKL-induced activation of NF-jB, ERK and c-Fos as well as the induction of NFATc1 which is essential for OC formation. It also disrupted F-actin ring formation resulting in disturbances in cytoskeletal structure in mature OCs during bone resorption.","Thonzium is an anticholinergic agent that acts by inhibiting acetylcholine at muscarinic receptors in the gastrointestinal tract and bladder. It also has effects on other cholinergic receptors, including nicotinic (which are present in high amounts in the lungs) and post-synaptic 5HT2A receptors.",0.7539703999937046,,0.16666666666666666,0.019801980198019806,0.10784313725490197,0.81839776,0.78203666,0.79980415
86,drugbank-mechanism_of_action,QLoRA Llama-3.2,How does Thonzonium work?,"Thonzonium bromide is a suface-active agent added in nasal and ear drops that potentiates and lenghten the time of skin contact with the active compounds and penetration through the cellular debris. Thonzonium bromide uncouples vacuolar ATPase in pathogenic fungi such as *Candida albicans* and inhibit cell growth in vitro. It interacts with the tether of subunit a (Vph1p) of the membrane-bound V0 subunit that forms the proton transport path. Disruption of the essential pump function prevents redistribution of cytosolic protons into the vacuolar lumen, resulting in acidification of the cytosol and cell death. A study reports that thonzonium bromide mediates an antiresorptive action on osteoclasts by inhibiting RANKL-induced osteoclast formation. It is shown to block the RANKL-induced activation of NF-jB, ERK and c-Fos as well as the induction of NFATc1 which is essential for OC formation. It also disrupted F-actin ring formation resulting in disturbances in cytoskeletal structure in mature OCs during bone resorption.","Thonzonium chloride is an alkaline substance that acts as an electrolyte substitute by replacing sodium and potassium ions in the body. It also has a mild pH buffering action, which helps maintain a stable acid-base balance.",0.2774761999899056,,0.15151515151515152,0.010204081632653062,0.10101010101010102,0.84049094,0.78116953,0.8097452
87,drugbank-description,GPT-5.5,What is Streptococcus pneumoniae type 18C capsular polysaccharide diphtheria CRM197 protein conjugate antigen?,"Streptococcus pneumoniae type 18c capsular polysaccharide diphtheria CRM197 protein conjugate antigen is a sterile vaccine that contains saccharides of the capsular antigens of *Streptococcus pneumoniae* serotype 18c individually conjugated to the CRM197 protein, a nontoxic variant of diphtheria toxin isolated from cultures of *Corynebacterium diphtheriae* strain C7 (β197). It is contained in the vaccine under the market name Prevnar that contains the saccharides for serotypes 4, 6B, 9V, 14, 18C, 19F, and 23F for intramuscular injection. The saccharides in the vaccine are prepared from purified polysaccharides that are chemically activated then conjugated to the protein carrier CRM197 to form the glycoconjugate.","Streptococcus pneumoniae type 18C capsular polysaccharide diphtheria CRM197 protein conjugate antigen is a vaccine component used to protect against pneumococcal serotype 18C.

It consists of the purified capsular polysaccharide from the surface of S. pneumoniae type 18C chemically linked to CRM197, a non-toxic mutant form of diphtheria toxin. This “conjugation” makes the polysaccharide much more immunogenic, especially in infants and young children, by triggering a T-cell–dependent immune response and immune memory.

It is included in pneumococcal conjugate vaccines, such as PCV13, to help the body produce antibodies that can recognize and kill serotype 18C pneumococci, reducing the risk of invasive pneumococcal disease, pneumonia, and otitis media caused by that serotype.",7.990351499989629,,0.47663551401869153,0.16037735849056603,0.33644859813084116,0.8374301,0.83833927,0.8378845
87,drugbank-description,QLoRA Qwen,What is Streptococcus pneumoniae type 18C capsular polysaccharide diphtheria CRM197 protein conjugate antigen?,"Streptococcus pneumoniae type 18c capsular polysaccharide diphtheria CRM197 protein conjugate antigen is a sterile vaccine that contains saccharides of the capsular antigens of *Streptococcus pneumoniae* serotype 18c individually conjugated to the CRM197 protein, a nontoxic variant of diphtheria toxin isolated from cultures of *Corynebacterium diphtheriae* strain C7 (β197). It is contained in the vaccine under the market name Prevnar that contains the saccharides for serotypes 4, 6B, 9V, 14, 18C, 19F, and 23F for intramuscular injection. The saccharides in the vaccine are prepared from purified polysaccharides that are chemically activated then conjugated to the protein carrier CRM197 to form the glycoconjugate.","Streptococcus pneumoniae type 18C capsular polysaccharide diphtheria CRM197 protein conjugate antigen is a vaccine that contains saccharides of the invasive pneumococcal type 18C. It is an active immunization for intramuscular injection. The saccharides in the vaccine are prepared from purified capsular polymers and chemically activated then conjugated to diphtheria toxin CRM197 protein which acts as a bacterial adjuvant. The vaccine prevents pneumococcal infections that can cause pneumonia, sepsis, and invasive disease such as pneumococcal bacteremia and pneumococcal肺炎.",1.1243091000069398,,0.5617977528089888,0.40909090909090906,0.4606741573033708,0.89308286,0.8617209,0.8771216
87,drugbank-description,QLoRA Llama-3.2,What is Streptococcus pneumoniae type 18C capsular polysaccharide diphtheria CRM197 protein conjugate antigen?,"Streptococcus pneumoniae type 18c capsular polysaccharide diphtheria CRM197 protein conjugate antigen is a sterile vaccine that contains saccharides of the capsular antigens of *Streptococcus pneumoniae* serotype 18c individually conjugated to the CRM197 protein, a nontoxic variant of diphtheria toxin isolated from cultures of *Corynebacterium diphtheriae* strain C7 (β197). It is contained in the vaccine under the market name Prevnar that contains the saccharides for serotypes 4, 6B, 9V, 14, 18C, 19F, and 23F for intramuscular injection. The saccharides in the vaccine are prepared from purified polysaccharides that are chemically activated then conjugated to the protein carrier CRM197 to form the glycoconjugate.","Streptococcus pneumoniae type 18C capsular polysaccharide diphtheria CRM197 protein conjugate antigen is a sterile vaccine that contains saccharides of the capsular antigens of *Streptococcus pneumoniae* serotype 18 conjugated to the CRM197 protein, a nontoxic derivative of diphtheria toxin isolated from cultures of *Corynebacterium diphtheriae* strain C7 (β197). The saccharides in the vaccine are prepared from purified polysaccharide materials that are chemically purified and individually conjugated to the CRM197 protein.",0.6708432000014,,0.7647058823529412,0.6666666666666666,0.7294117647058823,0.9713712,0.911546,0.9405082
88,medquad,GPT-5.5,What is the outlook for Dystonias ?,"The initial symptoms can be very mild and may be noticeable only after prolonged exertion, stress, or fatigue. Dystonias often progress through various stages. Initially, dystonic movements are intermittent and appear only during voluntary movements or stress. Later, individuals may show dystonic postures and movements while walking and ultimately even while they are relaxed. Dystonic motions may lead to permanent physical deformities by causing tendons to shorten.","The outlook for dystonias varies widely depending on the cause, age of onset, body areas affected, and response to treatment. Adult-onset focal dystonias, such as cervical dystonia or writer’s cramp, often remain limited to one region and can be managed well with botulinum toxin injections, medications, and therapy, though they are usually chronic.

Childhood-onset dystonia is more likely to spread to multiple body parts and may become generalized, especially in inherited forms. Some secondary dystonias may improve if the underlying cause is treated, while others can be persistent. Severe generalized dystonia can cause disability, pain, abnormal posture, speech or swallowing problems, but treatments such as deep brain stimulation can significantly improve symptoms in selected patients.

Overall, many people with dystonia have a normal life expectancy, but quality of life can be affected by pain, functional limitations, and social or emotional stress. Symptoms may fluctuate over time, and long-term management is often needed.",8.669047700008377,,0.2242152466367713,0.027149321266968326,0.11659192825112108,0.803326,0.8287624,0.815846
88,medquad,QLoRA Qwen,What is the outlook for Dystonias ?,"The initial symptoms can be very mild and may be noticeable only after prolonged exertion, stress, or fatigue. Dystonias often progress through various stages. Initially, dystonic movements are intermittent and appear only during voluntary movements or stress. Later, individuals may show dystonic postures and movements while walking and ultimately even while they are relaxed. Dystonic motions may lead to permanent physical deformities by causing tendons to shorten.","The prognosis of dystonia depends on the severity and type of dystonia present in each patient. The majority of patients with dystonia have an excellent prognosis, however some may experience worsening over time.",0.4783966999966651,,0.08,0.0,0.08,0.8219878,0.7921977,0.8068178
88,medquad,QLoRA Llama-3.2,What is the outlook for Dystonias ?,"The initial symptoms can be very mild and may be noticeable only after prolonged exertion, stress, or fatigue. Dystonias often progress through various stages. Initially, dystonic movements are intermittent and appear only during voluntary movements or stress. Later, individuals may show dystonic postures and movements while walking and ultimately even while they are relaxed. Dystonic motions may lead to permanent physical deformities by causing tendons to shorten.","Dystonia is generally a self-limiting condition with most patients recovering fully within 2 to 3 months following onset of symptoms. However, some individuals may experience prolonged or severe episodes that last longer than a month. In these cases, treatment should be continued as directed by the healthcare provider.",0.3401085000077728,,0.17241379310344826,0.017543859649122806,0.08620689655172413,0.8093576,0.8047827,0.8070637
89,bioasq,GPT-5.5,Is there a role of regorafenib for sarcoma treatment?,"Yes, there is evidence to suggest that regorafenib can be effective for sarcoma treatment. Clinical trials are under-way.","Yes. Regorafenib has an established role in sarcoma, most clearly in metastatic or unresectable gastrointestinal stromal tumor (GIST) after progression on imatinib and sunitinib, where it is an approved standard option.

For non-GIST sarcomas, regorafenib is not generally first-line, but it can be considered in selected patients with advanced, previously treated disease. Trials have shown modest progression-free survival benefit in some non-adipocytic soft tissue sarcomas such as leiomyosarcoma, synovial sarcoma, and undifferentiated pleomorphic sarcoma, with less evidence of benefit in liposarcoma. It has also shown activity in refractory bone sarcomas such as osteosarcoma and Ewing sarcoma.

Its use is usually palliative, aiming to slow disease progression. Common limiting toxicities include hand–foot skin reaction, hypertension, fatigue, diarrhea, liver enzyme elevation, and mucositis, so dose adjustment is often needed.",14.524004000006244,,0.13245033112582782,0.013422818791946308,0.07947019867549669,0.7698759,0.85228735,0.80898815
89,bioasq,QLoRA Qwen,Is there a role of regorafenib for sarcoma treatment?,"Yes, there is evidence to suggest that regorafenib can be effective for sarcoma treatment. Clinical trials are under-way.","Yes, regorafenib is used in the treatment of advanced soft tissue sarcoma and metastatic malignant pleural mesothelioma.",0.48091719998046756,,0.27777777777777773,0.0,0.16666666666666669,0.85830283,0.850453,0.8543599
89,bioasq,QLoRA Llama-3.2,Is there a role of regorafenib for sarcoma treatment?,"Yes, there is evidence to suggest that regorafenib can be effective for sarcoma treatment. Clinical trials are under-way.","Yes, regorafenib is an oral inhibitor of RAF and MEK that has been shown to be effective in patients with unresectable or metastatic locally advanced or recurrent unresectable gastrointestinal stromal tumor (GIST) who have had disease progression following prior systemic therapy.",0.329216499987524,,0.23333333333333336,0.03448275862068966,0.16666666666666666,0.8035531,0.84736985,0.82487994
90,medquad,GPT-5.5,Do you have information about DASH Diet,"Summary : DASH stands for Dietary Approaches to Stop Hypertension. It is an eating plan that is based on research studies sponsored by the National Heart, Lung, and Blood Institute (NHLBI). These studies showed that DASH lowers high blood pressure and improves levels of cholesterol. This reduces your risk of getting heart disease. The DASH Diet - Emphasizes vegetables, fruits, and fat-free or low-fat dairy products. - Includes whole grains, fish, poultry, beans, seeds, nuts, and vegetable oils. - Limits sodium, sweets, sugary beverages, and red meats. Along with DASH, other lifestyle changes can help lower your blood pressure. They include staying at a healthy weight, exercising, and not smoking. NIH: National Heart, Lung, and Blood Institute","Yes. The DASH diet—Dietary Approaches to Stop Hypertension—is an eating plan designed to help lower blood pressure and support heart health. It emphasizes vegetables, fruits, whole grains, beans/lentils, nuts/seeds, low-fat dairy, fish, and poultry, while limiting saturated fat, red/processed meats, sweets, sugary drinks, and highly processed foods.

A key feature is reducing sodium: the standard DASH plan allows up to about 2,300 mg sodium per day, while a lower-sodium version aims for about 1,500 mg per day. It is also naturally rich in potassium, magnesium, calcium, and fiber, which contribute to blood pressure control.

Typical choices include oatmeal with fruit, salads with beans or grilled chicken, brown rice or whole-grain bread, yogurt, nuts in small portions, and plenty of vegetables. DASH can also help improve cholesterol levels and support weight management when paired with appropriate portions.",6.0905937000061385,,0.4904214559386973,0.15444015444015444,0.26053639846743293,0.8379574,0.83899033,0.83847356
90,medquad,QLoRA Qwen,Do you have information about DASH Diet,"Summary : DASH stands for Dietary Approaches to Stop Hypertension. It is an eating plan that is based on research studies sponsored by the National Heart, Lung, and Blood Institute (NHLBI). These studies showed that DASH lowers high blood pressure and improves levels of cholesterol. This reduces your risk of getting heart disease. The DASH Diet - Emphasizes vegetables, fruits, and fat-free or low-fat dairy products. - Includes whole grains, fish, poultry, beans, seeds, nuts, and vegetable oils. - Limits sodium, sweets, sugary beverages, and red meats. Along with DASH, other lifestyle changes can help lower your blood pressure. They include staying at a healthy weight, exercising, and not smoking. NIH: National Heart, Lung, and Blood Institute","The Dietary Approaches to Stop Hypertension (DASH) diet is an effective dietary approach for reducing blood pressure and improving cardiovascular risk factors. The DASH diet emphasizes fruits, vegetables, whole grains, low-fat dairy products, poultry without skin, fish, nuts, and legumes; it limits fats, sweets, and sodium. It recommends 2,300 mg/day of sodium intake (the recommended limit for most adults), with allowances based on age and gender. The DASH diet is rich in potassium, magnesium, calcium, and fiber, which may contribute to its blood pressure-lowering effects.",1.1072568999952637,,0.48039215686274506,0.17821782178217824,0.303921568627451,0.85623777,0.8299506,0.84288925
90,medquad,QLoRA Llama-3.2,Do you have information about DASH Diet,"Summary : DASH stands for Dietary Approaches to Stop Hypertension. It is an eating plan that is based on research studies sponsored by the National Heart, Lung, and Blood Institute (NHLBI). These studies showed that DASH lowers high blood pressure and improves levels of cholesterol. This reduces your risk of getting heart disease. The DASH Diet - Emphasizes vegetables, fruits, and fat-free or low-fat dairy products. - Includes whole grains, fish, poultry, beans, seeds, nuts, and vegetable oils. - Limits sodium, sweets, sugary beverages, and red meats. Along with DASH, other lifestyle changes can help lower your blood pressure. They include staying at a healthy weight, exercising, and not smoking. NIH: National Heart, Lung, and Blood Institute","The Dietary Approaches to Prevent Chronic Disease (DASH) study was a long-term trial that investigated how different dietary patterns affected cardiovascular disease risk factors in adults with mild-moderate heart failure. The study, which took place over 14 years, compared the effects of two diets: the DASH diet and a control diet. Both groups received a balanced diet rich in fruits, vegetables, whole grains, lean protein foods, and low-fat dairy products; however, the control group consumed more sodium (salt) and added sugars than did the DASH group. The study's main outcome measure was blood pressure, which was evaluated at baseline and after 6 months of dietary intervention. The results showed that participants on the DASH diet had a lower rate of worsening heart failure and an improvement in kidney disease stage compared to those on the control diet.",0.8246461999951862,,0.34375,0.07874015748031496,0.1953125,0.82314444,0.82408106,0.8236125
91,drugbank-description,GPT-5.5,What is Piperaquine?,Piperaquine is an antimalarial agent first synthesized in the 1960's and used throughout China. Its use declined in the 1980's as piperaquine resistant strains of *Plasmodium falciparum* appeared and artemisinin derivatives became available. It has come back into use in combination with the artemisinin derivative [DB11638] as part of the combination product Eurartesim [FDA Label]. Eurartesim was first authorized for market by the European Medicines Agency in October 2011.,"Piperaquine is a long-acting antimalarial medicine in the bisquinoline class. It is mainly used in combination with dihydroartemisinin to treat uncomplicated malaria, especially infections caused by *Plasmodium falciparum*.

It works by interfering with the malaria parasite’s ability to detoxify heme inside infected red blood cells, which helps kill the parasite. Because it stays in the body for a long time, it also provides some post-treatment protection against reinfection. A notable safety consideration is that piperaquine can prolong the QT interval on an ECG, especially when combined with other QT-prolonging drugs.",6.630370099999709,,0.29090909090909095,0.09815950920245398,0.18181818181818182,0.8019942,0.8018809,0.8019375
91,drugbank-description,QLoRA Qwen,What is Piperaquine?,Piperaquine is an antimalarial agent first synthesized in the 1960's and used throughout China. Its use declined in the 1980's as piperaquine resistant strains of *Plasmodium falciparum* appeared and artemisinin derivatives became available. It has come back into use in combination with the artemisinin derivative [DB11638] as part of the combination product Eurartesim [FDA Label]. Eurartesim was first authorized for market by the European Medicines Agency in October 2011.,Piperaquine is an antimalarial drug used in combination with [tetracycline] to treat uncomplicated Plasmodium falciparum infections. It was first approved by the FDA on 19 February 2017 for use in patients ≥6 years of age and has since been approved for all age groups.,0.8376483999891207,,0.38260869565217387,0.15929203539823006,0.2434782608695652,0.8621708,0.82328975,0.8422818
91,drugbank-description,QLoRA Llama-3.2,What is Piperaquine?,Piperaquine is an antimalarial agent first synthesized in the 1960's and used throughout China. Its use declined in the 1980's as piperaquine resistant strains of *Plasmodium falciparum* appeared and artemisinin derivatives became available. It has come back into use in combination with the artemisinin derivative [DB11638] as part of the combination product Eurartesim [FDA Label]. Eurartesim was first authorized for market by the European Medicines Agency in October 2011.,Piperquine is an antimalarial drug used to treat malaria. It was previously marketed in Canada under the brand name Piraque and has been discontinued there. Piperquine is not approved by the FDA or EMA for any indications.,0.32541660001152195,,0.2777777777777778,0.05660377358490566,0.20370370370370372,0.85420597,0.80273175,0.8276693
92,drugbank-indication,GPT-5.5,What is Lebrikizumab used for?,Lebrikizumab is approved for the treatment of moderate-to-severe atopic dermatitis in adults and adolescents 12 years and older with a body weight of at least 40 kg who are candidates for systemic therapy.,"Lebrikizumab is used to treat **moderate-to-severe atopic dermatitis (eczema)** in people whose disease is not adequately controlled with topical prescription treatments or when those treatments are not advisable.

It is a monoclonal antibody that blocks **interleukin-13 (IL-13)**, a key inflammatory signal involved in eczema, helping reduce itching, skin inflammation, and flare-ups.",4.934041700005764,,0.2857142857142857,0.11235955056179776,0.21978021978021978,0.8088008,0.8600492,0.83363813
92,drugbank-indication,QLoRA Qwen,What is Lebrikizumab used for?,Lebrikizumab is approved for the treatment of moderate-to-severe atopic dermatitis in adults and adolescents 12 years and older with a body weight of at least 40 kg who are candidates for systemic therapy.,Lebrikizumab is indicated in adults with moderate-to-severe plaque psoriasis who are candidates for systemic therapy or phototherapy [FDA Label].,0.4965964999864809,,0.5,0.33333333333333337,0.39285714285714285,0.9226202,0.8853332,0.9035922
92,drugbank-indication,QLoRA Llama-3.2,What is Lebrikizumab used for?,Lebrikizumab is approved for the treatment of moderate-to-severe atopic dermatitis in adults and adolescents 12 years and older with a body weight of at least 40 kg who are candidates for systemic therapy.,"Lebrikizumab is indicated in adult patients with moderate-to-severe plaque psoriasis who have had an inadequate response to or intolerance to [tacrolimus ointment] or who are unsuitable for tacrolimus ointment. It may be used alone or in combination with other systemic treatments such as methotrexate, [cyclosporine A], and/or [etopicamide].",0.4642034000135027,,0.3488372093023256,0.11904761904761905,0.20930232558139533,0.81953365,0.871292,0.8446206
93,drugbank-indication,GPT-5.5,What is Erdafitinib used for?,"Erdafitinib is a pan-fibroblast growth factor receptor (FGFR) tyrosine kinase inhibitor that is indicated for the treatment of adult patients with locally advanced or metastatic urothelial carcinoma that has susceptible FGFR3 or FGFR2 genetic alterations and has progressed during or following at least one line of prior platinum-containing chemotherapy including within 12 months of neoadjuvant or adjuvant platinum-containing chemotherapy.

The selection of patients for the treatment of locally advanced or metastatic urothelial carcinoma with erdafitinib should be based on the presence of susceptible FGFR genetic alterations in tumor specimens as detected by an FDA-approved companion diagnostic like the FDA-approved therascreen FGFR RGQ RT-PCR Kit as developed by QIAGEN.

This above indication is approved under accelerated approval by the FDA based on tumor response rate. Continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trials.","Erdafitinib is a targeted cancer medicine used to treat certain adults with locally advanced or metastatic urothelial carcinoma, a type of bladder or urinary tract cancer.

It is used when the cancer has specific FGFR3 genetic alterations and has worsened after prior systemic treatment. Erdafitinib works by blocking fibroblast growth factor receptors, which can help slow or stop growth of cancers driven by these FGFR changes.",6.968338300008327,,0.308411214953271,0.1320754716981132,0.2149532710280374,0.8703687,0.82223004,0.8456148
93,drugbank-indication,QLoRA Qwen,What is Erdafitinib used for?,"Erdafitinib is a pan-fibroblast growth factor receptor (FGFR) tyrosine kinase inhibitor that is indicated for the treatment of adult patients with locally advanced or metastatic urothelial carcinoma that has susceptible FGFR3 or FGFR2 genetic alterations and has progressed during or following at least one line of prior platinum-containing chemotherapy including within 12 months of neoadjuvant or adjuvant platinum-containing chemotherapy.

The selection of patients for the treatment of locally advanced or metastatic urothelial carcinoma with erdafitinib should be based on the presence of susceptible FGFR genetic alterations in tumor specimens as detected by an FDA-approved companion diagnostic like the FDA-approved therascreen FGFR RGQ RT-PCR Kit as developed by QIAGEN.

This above indication is approved under accelerated approval by the FDA based on tumor response rate. Continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trials.",Erdafitinib is indicated as first-line treatment of metastatic non-small cell lung cancer (NSCLC) with epidermal growth factor receptor (EGFR) exon 19 deletions or EGFR exon 21 L858R substitution mutations. It is also used in the adjuvant setting for patients who have been treated with neoadjuvant platinum-based chemotherapy and whose disease has responded to that treatment.,0.9267043999861926,,0.27184466019417475,0.049019607843137254,0.12621359223300974,0.8505459,0.8129915,0.83134484
93,drugbank-indication,QLoRA Llama-3.2,What is Erdafitinib used for?,"Erdafitinib is a pan-fibroblast growth factor receptor (FGFR) tyrosine kinase inhibitor that is indicated for the treatment of adult patients with locally advanced or metastatic urothelial carcinoma that has susceptible FGFR3 or FGFR2 genetic alterations and has progressed during or following at least one line of prior platinum-containing chemotherapy including within 12 months of neoadjuvant or adjuvant platinum-containing chemotherapy.

The selection of patients for the treatment of locally advanced or metastatic urothelial carcinoma with erdafitinib should be based on the presence of susceptible FGFR genetic alterations in tumor specimens as detected by an FDA-approved companion diagnostic like the FDA-approved therascreen FGFR RGQ RT-PCR Kit as developed by QIAGEN.

This above indication is approved under accelerated approval by the FDA based on tumor response rate. Continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trials.",Erdafitinib is indicated as monotherapy in the treatment of adult patients with locally advanced or metastatic squamous cell carcinoma of the head and neck (SCCHN) who have been previously treated with at least two prior systemic therapies. It is also indicated in combination with [bimetingly] and [cetuximab] for the same indication.,0.4128455999889411,,0.30150753768844224,0.1319796954314721,0.21105527638190952,0.85303247,0.8097162,0.8308101
94,drugbank-mechanism_of_action,GPT-5.5,How does Hexaminolevulinate work?,"Hexaminolevulinate is an ester of the heme precursor, aminolevulinic acid. After bladder instillation, hexaminolevulinate enters the bladder mucosa and is proposed to enter the intracellular space of mucosal cells where it is used as a precursor in the formation of the photoactive intermediate protoporphyrin IX (PpIX) and other photoactive porphyrins (PAPs). PpIX and PAPs are reported to accumulate preferentially in neoplastic cells as compared to normal urothelium, partly due to altered enzymatic activity in the neoplastic cells. After excitation with light at wavelengths between 360 and 450 nm, PpIX and other PAPs return to a lower energy level by fluorescing, which can be detected and used for cystoscopic detection of lesions. The fluorescence from tumor tissue appears bright red and demarcated, whereas the background normal tissue appears dark blue. Similar processes may occur in inflamed cells.","Hexaminolevulinate is a diagnostic imaging agent used during cystoscopy, especially to help detect bladder cancer. It is a lipophilic ester of 5-aminolevulinic acid that enters bladder lining cells and is converted in the heme synthesis pathway into porphyrins, mainly protoporphyrin IX.

Cancerous or abnormal urothelial cells tend to accumulate more of these fluorescent porphyrins than normal cells. When the bladder is viewed with blue-violet light during cystoscopy, these areas fluoresce red/pink, making tumors—especially small or flat lesions such as carcinoma in situ—easier to see.",8.942695400008233,,0.3822222222222222,0.08968609865470852,0.20444444444444446,0.8591286,0.8426548,0.85081196
94,drugbank-mechanism_of_action,QLoRA Qwen,How does Hexaminolevulinate work?,"Hexaminolevulinate is an ester of the heme precursor, aminolevulinic acid. After bladder instillation, hexaminolevulinate enters the bladder mucosa and is proposed to enter the intracellular space of mucosal cells where it is used as a precursor in the formation of the photoactive intermediate protoporphyrin IX (PpIX) and other photoactive porphyrins (PAPs). PpIX and PAPs are reported to accumulate preferentially in neoplastic cells as compared to normal urothelium, partly due to altered enzymatic activity in the neoplastic cells. After excitation with light at wavelengths between 360 and 450 nm, PpIX and other PAPs return to a lower energy level by fluorescing, which can be detected and used for cystoscopic detection of lesions. The fluorescence from tumor tissue appears bright red and demarcated, whereas the background normal tissue appears dark blue. Similar processes may occur in inflamed cells.","Hematinollevulinate is an analog of protoporphyrin IX (PpIX), which is itself a precursor to heme, and therefore a toxic compound that can cause photosensitivity reactions when metabolized by bacteria in the skin. The use of hexaminolevulinate as a photosensitizing agent for photodynamic therapy was first described in 1984. It has been shown to be effective against both superficial and deep non-melanoma skin cancers, including basal cell carcinoma (BCC) and squamous cell carcinoma (SCC). The use of hexaminolevulinate as a photosensitizing agent for photodynamic therapy is also being investigated in the treatment of various types of cancer.",1.1864842000068165,,0.351931330472103,0.0606060606060606,0.1459227467811159,0.84078497,0.81617594,0.8282977
