idx,source,model,question,reference,generated,rouge1_f,rouge2_f,rougeL_f,bertscore_p,bertscore_r,bertscore_f1,latency_s,accuracy,completeness,clarity,safety,rationale,judge_latency_s
71,medquad,QLoRA Qwen,what research (or clinical trials) is being done for Hypersomnia ?,"The NINDS supports and conducts research on sleep disorders such as hypersomnia. The goal of this research is to increase scientific understanding of the condition, find improved methods of diagnosing and treating it, and discover ways to prevent it.","The National Heart, Lung, and Blood Institute (NHLBI) conducts research to understand the causes of sleep disorders such as hypersomnia and develop better treatments.",0.4444444444444445,0.1639344262295081,0.3174603174603174,0.861414,0.8686821,0.8650328,0.5764316000277176,7.0,4.0,9.0,10.0,"Clear and safe, but it names a different NIH institute than the reference and gives only a very brief, partial description of ongoing hypersomnia research.",1.7923392000084275
71,medquad,QLoRA Llama-3.2,what research (or clinical trials) is being done for Hypersomnia ?,"The NINDS supports and conducts research on sleep disorders such as hypersomnia. The goal of this research is to increase scientific understanding of the condition, find improved methods of diagnosing and treating it, and discover ways to prevent it.","The National Institute of Neurological Disorders and Stroke (NINDSONAS), part of the National Institutes of Health (NIH), conducts and supports research on sleep disorders, including hypersomnias. The NINDSONAS also collaborates with other institutes of the NIH to conduct research in areas related to sleep disorders such as sleep apnea, narcolepsy, restless leg syndrome, and insomnia.",0.4468085106382978,0.1739130434782608,0.276595744680851,0.82234967,0.8432441,0.83266586,0.4322246000228915,5.0,6.0,7.0,8.0,"It correctly notes NIH/NINDS involvement in hypersomnia research but uses an incorrect institute name and omits the key goals of improving diagnosis, treatment, and prevention.",1.8494385000085456
72,drugbank-side_effects,GPT-5.5,What are the side effects of Butriptyline?,"Side effects of tricyclic antidepressants include dry mouth, sour or metallic taste, constipation, retention of urine, blurred vision and changes in focusing, palpitations, and fast heart beat. Gastrointestinal disturbances (including nausea and vomiting), drowsiness, tremor, low blood pressure when standing, dizziness, sweating, weakness and fatigue, incoordination, epilepsy-like seizures, and speech difficulties may occur.","Butriptyline is a tricyclic antidepressant, so its side effects are similar to drugs like amitriptyline. Common effects include drowsiness, dizziness, dry mouth, blurred vision, constipation, sweating, nausea, increased appetite, weight gain, and difficulty urinating. It can also cause confusion or sedation, especially in older adults.

More serious but less common side effects include low blood pressure on standing, fast or irregular heartbeat, worsening glaucoma, seizures, mood changes, and increased risk of suicidal thoughts in some people early in treatment. Tricyclics can be dangerous in overdose because they may cause serious heart rhythm problems.",0.4353741496598639,0.0827586206896551,0.2312925170068027,0.84084964,0.8702055,0.85527575,6.295095700013917,9.0,8.0,9.0,9.0,"Accurate and clearly presented overview of typical tricyclic side effects with useful serious warnings, though it omits a few reference-listed effects like tremor, weakness/fatigue, incoordination, and speech difficulties.",2.430656299984548
72,drugbank-side_effects,QLoRA Qwen,What are the side effects of Butriptyline?,"Side effects of tricyclic antidepressants include dry mouth, sour or metallic taste, constipation, retention of urine, blurred vision and changes in focusing, palpitations, and fast heart beat. Gastrointestinal disturbances (including nausea and vomiting), drowsiness, tremor, low blood pressure when standing, dizziness, sweating, weakness and fatigue, incoordination, epilepsy-like seizures, and speech difficulties may occur.","The oral LD50 of butriptyline in rats is 124 mg/kg and in mice is 369 mg/kg.

**Carcinogenesis, Mutagenesis, Impairment of Fertility**

Butriptyline was administered to rats for up to 18 months at doses ranging from 75-200 mg/kg/day. The administration of butriptyline did not result in any carcinogenic findings. However, an increased incidence of adenomas and carcinomas of the duodenum occurred in male rats receiving butriptyline at doses greater than or equal to 168 mg/kg/day (approximately 3 times the maximum recommended human dose based on body surface area). There was no evidence of genotoxicity with butriptyline. No effects were observed on fertility and reproductive performance in mice administered butriptyline for up to 90 days at doses up to 250 mg/kg/day.

**Use In/Withdrawal From**

Butriptyline is not recommended for use in patients with severe renal impairment as it may increase the risk of adverse effects.",0.0966183574879227,0.0,0.0579710144927536,0.74241245,0.765201,0.7536345,1.9403434000269044,1.0,0.0,4.0,2.0,"The answer does not address butriptyline’s common side effects and instead gives largely irrelevant toxicology data plus a questionable renal warning, making it incomplete and potentially misleading.",2.0894838999956846
72,drugbank-side_effects,QLoRA Llama-3.2,What are the side effects of Butriptyline?,"Side effects of tricyclic antidepressants include dry mouth, sour or metallic taste, constipation, retention of urine, blurred vision and changes in focusing, palpitations, and fast heart beat. Gastrointestinal disturbances (including nausea and vomiting), drowsiness, tremor, low blood pressure when standing, dizziness, sweating, weakness and fatigue, incoordination, epilepsy-like seizures, and speech difficulties may occur.","The oral LD<sub>50</sub> is 500 mg/kg in mice and 1000 mg/kg in rats. The oral TDLO is 200 mg/kg in adults. Symptoms of overdose include drowsiness, dryness of mouth, tongue, or throat, and unusual tiredness or weakness.",0.2061855670103092,0.0,0.1237113402061855,0.794693,0.8137717,0.8041192,0.3593319999927189,2.0,1.0,5.0,3.0,"The answer focuses on toxicity/overdose data rather than routine side effects and omits most key anticholinergic, cardiovascular, neurologic, and gastrointestinal adverse effects.",2.2811303999915253
73,drugbank-description,GPT-5.5,What is Ceftobiprole medocaril?,"Ceftobiprole medocaril is a prodrug of [ceftobiprole], a fifth-generation semisynthetic cephalosporin antibacterial. Ceftobiprole is a broad-spectrum agent with demonstrated activity against both Gram-positive and Gram-negative bacteria, including antibiotic-resistant strains of Staphylcoccus aureus (methicillin-resistant Staphylococcus aureus; MRSA).

The EMA's Committee for Medicinal Products for Human Use (CHMP) adopted a negative opinion of ceftobiprole medocaril in February 2010, recommending the refusal of its marketing authorization in the European Union primarily due to data quality issues in pivotal clinical studies. It received its first approval in Canada in October 2017 for use in certain patients with bacterial pneumonia, and was subsequently approved in the United States with additional indications for skin and skin structure infections and bacteremia in April 2024.","Ceftobiprole medocaril is an intravenous prodrug antibiotic that is rapidly converted in the body to ceftobiprole, a broad-spectrum “advanced” cephalosporin.

Ceftobiprole works by inhibiting bacterial cell-wall synthesis and has activity against many Gram-positive bacteria, including methicillin-resistant *Staphylococcus aureus* (MRSA), as well as some Gram-negative organisms. It is used in some countries for infections such as hospital- or community-acquired pneumonia and certain skin/soft tissue infections, depending on local approvals.",0.4020100502512562,0.1624365482233502,0.271356783919598,0.8745333,0.83828974,0.856028,5.896792199986521,9.0,8.0,9.0,10.0,"Accurate, clear summary of ceftobiprole medocaril as an IV prodrug with MRSA coverage and clinical uses, but it omits the notable EMA refusal/data-quality history and specific approval timeline mentioned in the reference.",2.1722097999881957
73,drugbank-description,QLoRA Qwen,What is Ceftobiprole medocaril?,"Ceftobiprole medocaril is a prodrug of [ceftobiprole], a fifth-generation semisynthetic cephalosporin antibacterial. Ceftobiprole is a broad-spectrum agent with demonstrated activity against both Gram-positive and Gram-negative bacteria, including antibiotic-resistant strains of Staphylcoccus aureus (methicillin-resistant Staphylococcus aureus; MRSA).

The EMA's Committee for Medicinal Products for Human Use (CHMP) adopted a negative opinion of ceftobiprole medocaril in February 2010, recommending the refusal of its marketing authorization in the European Union primarily due to data quality issues in pivotal clinical studies. It received its first approval in Canada in October 2017 for use in certain patients with bacterial pneumonia, and was subsequently approved in the United States with additional indications for skin and skin structure infections and bacteremia in April 2024.","Ceftobiprole medocaril is a novel cephalosporin antibiotic that combines a broad spectrum of activity against gram-positive and gram-negative bacteria, as well as fungi, with potent inhibition of bacterial protein synthesis. It was developed by Chimerix Inc., which also markets it under the brand name CtefoMed. Ceftobiprole medocaril is indicated for the treatment of adult patients with acute bacterial skin and skin structure infections (ABSSSI) caused by susceptible strains of Staphylococcus epidermidis/panel, including methicillin-resistant S. epidermidis (MRSAE). It has been shown to be effective against both community-acquired and hospital-acquired MRSA infections.

Ceftobiprole medocaril was granted FDA approval on July 28, 2016.",0.4521739130434782,0.1842105263157895,0.2695652173913043,0.86134017,0.8438313,0.85249585,1.467692399979569,1.0,3.0,6.0,2.0,"The answer is readable but contains multiple major factual errors about mechanism, spectrum, sponsor/brand, indications, organisms, and approval history, making it misleading and unsafe.",1.966246700001648
73,drugbank-description,QLoRA Llama-3.2,What is Ceftobiprole medocaril?,"Ceftobiprole medocaril is a prodrug of [ceftobiprole], a fifth-generation semisynthetic cephalosporin antibacterial. Ceftobiprole is a broad-spectrum agent with demonstrated activity against both Gram-positive and Gram-negative bacteria, including antibiotic-resistant strains of Staphylcoccus aureus (methicillin-resistant Staphylococcus aureus; MRSA).

The EMA's Committee for Medicinal Products for Human Use (CHMP) adopted a negative opinion of ceftobiprole medocaril in February 2010, recommending the refusal of its marketing authorization in the European Union primarily due to data quality issues in pivotal clinical studies. It received its first approval in Canada in October 2017 for use in certain patients with bacterial pneumonia, and was subsequently approved in the United States with additional indications for skin and skin structure infections and bacteremia in April 2024.","Ceftobiprole medocaril is an antibiotic used to treat bacterial infections of the skin and skin structure (skin abscesses, cellulitis, or ulcers). It is administered intravenously. The FDA label includes a black box warning of serious adverse effects including death, severe diarrhea, nausea, vomiting, and life-threatening blood disorders in patients with no alternative treatment options.",0.2681564245810056,0.0677966101694915,0.1564245810055866,0.83072746,0.80065733,0.81541526,0.4585287000227254,2.0,3.0,7.0,2.0,It correctly identifies ceftobiprole medocaril as an IV antibiotic but contains major factual errors about its boxed warning/adverse effects and omits the key point that it is a prodrug of a fifth-generation cephalosporin with broad MRSA-active spectrum.,2.5055825999879744
74,drugbank-description,GPT-5.5,What is Urtica dioica pollen?,Urtica dioica pollen is the pollen of the Urtica dioica plant. Urtica dioica pollen is mainly used in allergenic testing.,"**Urtica dioica pollen** is the pollen produced by **Urtica dioica**, commonly known as **stinging nettle**. It is an airborne pollen released mainly during the plant’s flowering season and can act as an **aeroallergen**.

In sensitized people, Urtica dioica pollen may trigger **seasonal allergic rhinitis** symptoms such as sneezing, runny or blocked nose, itchy eyes, and throat irritation. It may appear on allergy test panels as “nettle pollen” or “Urtica dioica.”",0.3736263736263736,0.1797752808988763,0.2857142857142857,0.78316796,0.90033066,0.83767235,5.408572599990293,10.0,9.0,10.0,10.0,"Accurate and clear, with helpful context on stinging nettle and allergy relevance; only slightly less complete for not explicitly stating its main use in allergenic testing.",2.1574092999799177
74,drugbank-description,QLoRA Qwen,What is Urtica dioica pollen?,Urtica dioica pollen is the pollen of the Urtica dioica plant. Urtica dioica pollen is mainly used in allergenic testing.,Urtica dioica pollen is the pollen of the Urtica dioica plant. Urtica dioica pollen is mainly used in allergenic testing.,1.0,1.0,1.0,0.99999994,0.99999994,0.99999994,0.5182958000223152,10.0,10.0,10.0,10.0,"The candidate exactly matches the reference, providing a correct, complete, clear, and safe definition and use.",2.002944000007119
74,drugbank-description,QLoRA Llama-3.2,What is Urtica dioica pollen?,Urtica dioica pollen is the pollen of the Urtica dioica plant. Urtica dioica pollen is mainly used in allergenic testing.,Urtica dioica pollen is the pollen of the Urtica dioica plant. Urtica dioica pollen is mainly used in allergenic testing.,1.0,1.0,1.0,0.99999994,0.99999994,0.99999994,0.2225365999911446,10.0,10.0,10.0,10.0,"The candidate exactly matches the reference answer, providing a correct, complete, clear, and safe response.",1.6970960999897216
75,bioasq,GPT-5.5,is intense physical activity associated with longevity ?,"Several survival studies showed that professional athletes has higher longevity than general population. These epidemiological data matches the evidences that long-term endurance training induces in elderly subjects an increased HRV and a higher exercise working capacity, which are well-established predictors of cardiovascular and overall mortality, and also telomere length.","Yes. Regular vigorous/intense physical activity is generally associated with greater longevity and lower risk of death from cardiovascular disease, cancer, and all causes. Studies suggest that even relatively small amounts of vigorous activity can add benefit, especially when combined with overall good fitness.

However, the benefit is not “the harder, the better” without limit. Most longevity gains come from moving from inactivity to regular activity, with additional but smaller gains at higher levels. Extremely high-volume intense training may increase risks such as injury, overtraining, or heart rhythm issues in susceptible people, but for most healthy adults, regular vigorous exercise is beneficial when balanced with recovery.",0.189873417721519,0.0,0.0759493670886075,0.792012,0.8199483,0.80573803,7.1538390000059735,9.0,8.0,9.0,9.0,"Accurate, balanced summary that vigorous activity is generally linked to longevity, though it omits the reference’s specific athlete/HRV/telomere evidence.",2.065435199998319
75,bioasq,QLoRA Qwen,is intense physical activity associated with longevity ?,"Several survival studies showed that professional athletes has higher longevity than general population. These epidemiological data matches the evidences that long-term endurance training induces in elderly subjects an increased HRV and a higher exercise working capacity, which are well-established predictors of cardiovascular and overall mortality, and also telomere length.","Yes, it is generally accepted that regular physical activity can be beneficial to health and may extend life expectancy.",0.0857142857142857,0.0,0.0857142857142857,0.82170796,0.7903707,0.8057347,0.5708149999845773,8.0,3.0,9.0,9.0,Accurate but overly general; it misses the specific evidence about intense/professional-level activity and related longevity markers noted in the reference.,1.9417121000005864
75,bioasq,QLoRA Llama-3.2,is intense physical activity associated with longevity ?,"Several survival studies showed that professional athletes has higher longevity than general population. These epidemiological data matches the evidences that long-term endurance training induces in elderly subjects an increased HRV and a higher exercise working capacity, which are well-established predictors of cardiovascular and overall mortality, and also telomere length.","Yes, regular physical activity is strongly linked to increased life expectancy and better health outcomes in older age. Studies have consistently shown that physically active people live longer than sedentary individuals of the same age group. Physical activity has been found to delay the onset of age-related decline in cardiovascular fitness and reduce the risk of developing chronic diseases such as type 2 diabetes, heart disease, obesity, and certain types of cancer. Even moderate amounts of physical activity each day can be beneficial for health, even if it is just a few hundred minutes of walking or light exercise per week.",0.1830065359477124,0.0,0.1045751633986928,0.7946567,0.8188059,0.80655056,0.5890373000002,8.0,6.0,9.0,9.0,"Clear and generally correct about physical activity and longevity, but it answers broadly rather than specifically addressing intense activity/professional athletes and omits the cited mechanisms like HRV, exercise capacity, and telomere length.",1.7551078999822494
76,medquad,GPT-5.5,What are the symptoms of Agenesis of the dorsal pancreas ?,"What are the signs and symptoms of Agenesis of the dorsal pancreas? The Human Phenotype Ontology provides the following list of signs and symptoms for Agenesis of the dorsal pancreas. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of the pancreas 90% Intrauterine growth retardation 90% Maternal diabetes 90% Type I diabetes mellitus 90% Autosomal dominant inheritance - Diabetes mellitus - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available.","Agenesis of the dorsal pancreas is a rare congenital condition where part of the pancreas—usually the body and tail—is absent. Many people have no symptoms and are diagnosed incidentally on imaging.

When symptoms occur, they may include recurrent or chronic upper abdominal pain, nausea or vomiting, acute or chronic pancreatitis, and diabetes mellitus due to reduced insulin-producing pancreatic tissue. Some people may also develop exocrine pancreatic insufficiency, causing oily/fatty stools, diarrhea, bloating, weight loss, and poor absorption of nutrients.",0.2476780185758514,0.0685358255451713,0.1300309597523219,0.7988309,0.7766118,0.78756464,5.706740899971919,7.0,6.0,9.0,9.0,"Clear and clinically plausible summary, but it misses the reference’s key listed associations such as intrauterine growth retardation, maternal diabetes, and type I diabetes frequency details.",2.01384479997796
76,medquad,QLoRA Qwen,What are the symptoms of Agenesis of the dorsal pancreas ?,"What are the signs and symptoms of Agenesis of the dorsal pancreas? The Human Phenotype Ontology provides the following list of signs and symptoms for Agenesis of the dorsal pancreas. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of the pancreas 90% Intrauterine growth retardation 90% Maternal diabetes 90% Type I diabetes mellitus 90% Autosomal dominant inheritance - Diabetes mellitus - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available.","The Human Phenotype Ontology provides the following list of signs and abnormalities related to Agenesis of the dorsal pancreas. If the information is available, the table below includes the number of children diagnosed with this condition, and the average age at which it was described in the literature. You can use the MedlinePlus Medical Dictionary (MDS) search box below to look up the medical meaning of other terms listed in the table.",0.3525641025641025,0.232258064516129,0.2884615384615384,0.8911716,0.82006323,0.85414,0.8839542999921832,2.0,0.0,4.0,6.0,The response is mostly an inaccurate template and fails to provide the actual symptoms or key clinical features of agenesis of the dorsal pancreas.,4.2030007999856025
76,medquad,QLoRA Llama-3.2,What are the symptoms of Agenesis of the dorsal pancreas ?,"What are the signs and symptoms of Agenesis of the dorsal pancreas? The Human Phenotype Ontology provides the following list of signs and symptoms for Agenesis of the dorsal pancreas. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of the pancreas 90% Intrauterine growth retardation 90% Maternal diabetes 90% Type I diabetes mellitus 90% Autosomal dominant inheritance - Diabetes mellitus - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available.","Agenesis of the dorsal pancreas is characterized by absence or underdevelopment of the dorsal pancreatic tissue in the embryo. The most common presentation is an absent or rudimentary tail, which may be detected prenatally through ultrasonography. Other features that are commonly seen include a small abdomen and feet, a single midline cleft palate, microcephaly, and absent or rudimentary gallbladder. Some individuals with this condition have gastrointestinal malabsorption and diabetes mellitus.",0.2129032258064516,0.0649350649350649,0.1161290322580645,0.8020977,0.7743896,0.78800017,0.5059047999966424,3.0,2.0,7.0,6.0,"Readable answer but it includes several likely incorrect features unrelated to dorsal pancreas agenesis and misses the key associated findings of diabetes, pancreatic abnormality, intrauterine growth restriction, and maternal diabetes.",4.862482500000624
77,medquad,GPT-5.5,what research (or clinical trials) is being done for Tay-Sachs Disease ?,"The mission of the National Institute of Neurological Disorders and Stroke (NINDS) is to seek fundamental knowledge about the brain and nervous system and to use that knowledge to reduce the burden of neurological disease. The NINDS is a part of the National Institutes of Health (NIH), the leading supporter of biomedical research in the world. the NINDS and other NIH Institutes supports the Lysosomal Diseases Netowrk, which addresses some of the major challenges in the diagnosis, management, and therapy of rare diseases, including the lipid storage diseases. Additional research funded by the NINDS focuses on better understanding how neurological defects arise in lipid storage disorders and on the development of new treatments targeting disease mechanisms, including gene therapies, cell-based therapies, and pharmacological approaches. NINDS-funded research on the gangliosidoses includes using variations of magnetic resonance imaging to develop a biomarker (a sign that may indicate risk of a disease and improve diagnosis) to effectively evaluate brain biochemistry and disease progression. Other research is expanding the use of virus-delivered gene therapy seen in an animall model of Tay-Sachs disease for use in humans.","Research for Tay-Sachs disease is mainly focused on **gene therapy**, because the disease is caused by deficient **hexosaminidase A** enzyme activity from mutations in the **HEXA** gene. Several early-phase clinical programs have tested or are testing AAV-based gene therapy approaches that deliver functional **HEXA**, often along with **HEXB**, to the nervous system. Examples include investigational therapies such as **TSHA-101** and other AAV gene-transfer approaches for **GM2 gangliosidoses** including Tay-Sachs and Sandhoff disease.

Other research areas include **substrate reduction therapy**, which aims to reduce buildup of GM2 ganglioside; drugs studied in this category include **miglustat** and **venglustat**, though benefits have been limited or still investigational. There has also been work on **pharmacologic chaperones** such as pyrimethamine, designed to increase residual HexA enzyme activity in some later-onset patients, and symptomatic/neurologic treatments such as **N-acetyl-L-leucine**, studied for coordination and motor symptoms in GM2 gangliosidoses.

Most active studies are small and focused on **infantile or juvenile GM2 disease**, **late-onset Tay-Sachs**, or both Tay-Sachs and Sandhoff together. The best places to track current recruiting trials are **ClinicalTrials.gov** and the **National Tay-Sachs & Allied Diseases Association**, using search terms like “Tay-Sachs,” “GM2 gangliosidosis,” “HEXA,” and “gene therapy.”",0.3409669211195928,0.0613810741687979,0.1526717557251908,0.7754598,0.7981857,0.78665864,22.96554209999158,9.0,8.0,9.0,9.0,"Accurate, clear overview of active Tay-Sachs research—especially gene therapy—with useful trial-tracking advice, though it omits the reference’s NIH/NINDS/Lysosomal Diseases Network and biomarker/MRI details.",2.3192399000108708
77,medquad,QLoRA Qwen,what research (or clinical trials) is being done for Tay-Sachs Disease ?,"The mission of the National Institute of Neurological Disorders and Stroke (NINDS) is to seek fundamental knowledge about the brain and nervous system and to use that knowledge to reduce the burden of neurological disease. The NINDS is a part of the National Institutes of Health (NIH), the leading supporter of biomedical research in the world. the NINDS and other NIH Institutes supports the Lysosomal Diseases Netowrk, which addresses some of the major challenges in the diagnosis, management, and therapy of rare diseases, including the lipid storage diseases. Additional research funded by the NINDS focuses on better understanding how neurological defects arise in lipid storage disorders and on the development of new treatments targeting disease mechanisms, including gene therapies, cell-based therapies, and pharmacological approaches. NINDS-funded research on the gangliosidoses includes using variations of magnetic resonance imaging to develop a biomarker (a sign that may indicate risk of a disease and improve diagnosis) to effectively evaluate brain biochemistry and disease progression. Other research is expanding the use of virus-delivered gene therapy seen in an animall model of Tay-Sachs disease for use in humans.","There are several ongoing and planned studies of therapeutic interventions for Tay-Sachs disease. These include: 1) gene therapy to replace the missing or defective gene in cells; 2) enzyme replacement therapy, which uses an FDA-approved form of the missing enzyme (GM-1 glycoprotein) to treat symptoms; and 3) a clinical trial of a new drug called [DB05967] for the treatment of Tay-Sachs disease.",0.246031746031746,0.048,0.1587301587301587,0.81720185,0.7883812,0.8025329,0.9291099000256507,3.0,3.0,7.0,4.0,"Clear list format, but it contains major factual errors—especially the incorrect enzyme/replacement claim and vague drug reference—while omitting the key NIH/NINDS and biomarker/gene-therapy research context.",1.9788398000237064
77,medquad,QLoRA Llama-3.2,what research (or clinical trials) is being done for Tay-Sachs Disease ?,"The mission of the National Institute of Neurological Disorders and Stroke (NINDS) is to seek fundamental knowledge about the brain and nervous system and to use that knowledge to reduce the burden of neurological disease. The NINDS is a part of the National Institutes of Health (NIH), the leading supporter of biomedical research in the world. the NINDS and other NIH Institutes supports the Lysosomal Diseases Netowrk, which addresses some of the major challenges in the diagnosis, management, and therapy of rare diseases, including the lipid storage diseases. Additional research funded by the NINDS focuses on better understanding how neurological defects arise in lipid storage disorders and on the development of new treatments targeting disease mechanisms, including gene therapies, cell-based therapies, and pharmacological approaches. NINDS-funded research on the gangliosidoses includes using variations of magnetic resonance imaging to develop a biomarker (a sign that may indicate risk of a disease and improve diagnosis) to effectively evaluate brain biochemistry and disease progression. Other research is expanding the use of virus-delivered gene therapy seen in an animall model of Tay-Sachs disease for use in humans.","The National Institute of Neurological Disorders and Stroke (NINDS), part of the National Institutes of Health (NIH) conducts and supports research on neurodegenerative diseases, including Tay-Sachs disease. The goal of this research is to find ways to prevent, diagnose, treat, and ultimately cure these conditions.",0.2844827586206896,0.191304347826087,0.2413793103448276,0.88903254,0.8148397,0.8503209,0.3637172000017017,8.0,4.0,9.0,10.0,"Accurate and clear but too general, omitting key specifics like Lysosomal Diseases Network involvement, biomarker/MRI work, and gene/cell/pharmacologic therapy research.",2.113111399987247
78,drugbank-side_effects,GPT-5.5,What are the side effects of Fostemsavir?,"Data regarding fostemsavir overdose are unavailable. Symptoms of overdose are likely to be consistent with fostemsavir's adverse effect profile and may therefore involve significant GI disturbance and prolongation of the QT interval. In the event of overdose, patients should be monitored closely, including the use of ECG, and treated symptomatically as clinically indicated. As fostemsavir is highly protein-bound, dialysis is unlikely to be of benefit in the event of an overdose.","Fostemsavir (Rukobia) can cause side effects such as nausea, diarrhea, headache, abdominal pain, indigestion, fatigue, rash, and sleep problems. Some people may also have changes in liver blood tests.

More serious but less common effects include liver problems, especially in people with hepatitis B or C, and immune reconstitution inflammatory syndrome, where the immune system reacts to hidden infections after HIV treatment improves immune function. Fostemsavir can also prolong the QT interval at higher drug levels, which may increase the risk of abnormal heart rhythms in susceptible people.",0.2360248447204969,0.0251572327044025,0.1490683229813664,0.79971933,0.81516266,0.8073672,6.8421231000102125,8.0,6.0,9.0,8.0,"Clear and largely accurate description of adverse effects, but it misses the reference focus on overdose management, monitoring/ECG, and dialysis being unlikely to help.",2.1275777999835555
78,drugbank-side_effects,QLoRA Qwen,What are the side effects of Fostemsavir?,"Data regarding fostemsavir overdose are unavailable. Symptoms of overdose are likely to be consistent with fostemsavir's adverse effect profile and may therefore involve significant GI disturbance and prolongation of the QT interval. In the event of overdose, patients should be monitored closely, including the use of ECG, and treated symptomatically as clinically indicated. As fostemsavir is highly protein-bound, dialysis is unlikely to be of benefit in the event of an overdose.","The most common adverse reactions (incidence ≥10%) were headache and fatigue. There is limited clinical experience with fostemsavir overdose; however, in pre-marketing studies, patients receiving up to 4 times the maximum recommended dose of fostemsavir experienced no clinically significant adverse events. In case of overdosage, supportive care should be provided as necessary.",0.3333333333333333,0.0483870967741935,0.1587301587301587,0.83135486,0.83665884,0.83399844,0.7124274999951012,8.0,6.0,9.0,8.0,"Clear and mostly correct on common adverse effects and supportive overdose care, but it misses key overdose-specific concerns from the reference such as GI symptoms, QT prolongation/ECG monitoring, and dialysis being unlikely to help.",2.574963899998693
78,drugbank-side_effects,QLoRA Llama-3.2,What are the side effects of Fostemsavir?,"Data regarding fostemsavir overdose are unavailable. Symptoms of overdose are likely to be consistent with fostemsavir's adverse effect profile and may therefore involve significant GI disturbance and prolongation of the QT interval. In the event of overdose, patients should be monitored closely, including the use of ECG, and treated symptomatically as clinically indicated. As fostemsavir is highly protein-bound, dialysis is unlikely to be of benefit in the event of an overdose.","There is limited information regarding the LD<sub>50</sub>, overdose or acute toxicity following administration with fostemsavir. In the event of an overdose, patients should be monitored and supportive care provided as clinically indicated. There is no specific antidote for fostemsavir overdosage. Fostemsavir is not dialyzable.",0.3833333333333333,0.2203389830508474,0.3166666666666666,0.8601183,0.85242474,0.8562543,0.380543100007344,8.0,6.0,8.0,8.0,"Mostly accurate and safe overdose guidance, but it omits key expected details like likely GI effects, QT prolongation, ECG monitoring, and softens the dialysis point to an absolute claim.",2.041491200012388
